Sentence,Emotion,score
mai đi học mà mình quên cách cầm bút rồi huhu :<,Sadness,2
chời ơi gì vậy ở giây thứ cuối cùng anh em nha :))),Surprise,0
nó chi ̉ muô ́ n tâm sư ̣ chư ́ thi ́ ch me ́ o đâu ma ̀ thi ́ ch,Disgust,3
per mỏi chân quái :v,Sadness,2
"đúng là không sợ địch mạnh , chỉ sợ chỉ huy ngu như bò",Disgust,3
về việt nam thì gọi nó là ngáo chó,Disgust,3
per con nhện cản bước bé xuống cầu thang =))))),Fear,1
cả 2 loại người này đều đáng sợ !,Fear,1
đm cười ĩa,Enjoyment,0
per hôn nhẹ lên má nha 🤣,Enjoyment,0
"có lần ba tao mua bánh kem sinh nhật cho tao , lúc đấy tao 13t nhưng khi ba tao mua về thì lại là 15t 😶",Sadness,2
con dựt gái đây sao hahaha,Enjoyment,0
hot đến vậy cơ à ? mình chưa nghe bao giờ luôn .,Surprise,0
"cả thế giới biết toau crush mày , còn mày thì íu nhận ra 😐",Sadness,2
vô ý thức,Disgust,3
"cưỡng hôn 200 nghìn , thu trăm tỷ phạt 5 triệu , đói trộm 2 cái bánh mỳ 45k phạt đi tù",Disgust,3
chính xác ! nơi làm việc anh em mà đoàn kết với nhau cỡ nào cũng thấy mau hết giờ làm . 😊😊😊,Enjoyment,0
phim cắt mất đoạn hay của manga rồi dume,Anger,4
đang ăn . nói nói con cặc 😒😒,Anger,4
tôm này vào là nó diệt hết tôm bản địa luôn,Other,0
"bởi vì anh đã gặp em đúng lúc , đúng lúc đó em đã có người thương ...",Sadness,2
tại sao phải đứng ngồi nhìn ? lên bankon cột võng nằm coi mới đã ..,Enjoyment,0
"loại bi này ngon quá , vừa uống",Surprise,0
10 đứa bạn thì có 9 đứa là con trai rồi . sau nhiều năm kinh nghiệm thì chơi với nhiều trai thì sẽ bị ế muôn đời muôn kiếp . haizaaa ...,Sadness,2
"xem đi xem lại không chán , best của best 😭",Enjoyment,0
tán mãi mới đổ muốn chia tay cũng phải từ từ,Other,0
"gấu của thằng da đen ngon vkl , mà công nhận chạy nhanh vãi",Surprise,0
đag bị cuồng mấy video của chế này . ai có ngoài video này tag cho mình xem với nhé 😂😂,Enjoyment,0
học rmit thì chắc chắn là gia phả nhà nó giàu vcd rồi . thế thì chọn thằng có tiền học bổng chứ còn gì nữa -)),Other,0
tại sao không áp dụng khoảng 2 điều 320 luật hình sự 2015 phạt tù từ 3 - 10 năm về tội hành nghề mê tín dị đoan gây ảnh hưởng xấu đến an ninh trật tự và an toàn xh mà chỉ phạt con mụ đó 5 triệu đồng ? hay là vong đòi phạt hành chính 5tr thôi 😬,Disgust,3
per hình như nhà bác có 01 chiếc thì phải ?,Other,0
soi mà không đủ tiền mua thì soi làm gì,Disgust,3
làm sao tôi có thể yêu được loài người đây ???,Other,0
trong nhà không biết có ai không nữa ? sập quả này sợ thật đấy,Fear,1
toàn lũ chó thèm khát,Disgust,3
per nhu cầu của mày khoái xem mấy video này nên tao tag mày,Other,0
và cuối cùng là được đối xử như một thằng con trai luôn ..,Sadness,2
chỉ tại nó không có ai để nói chuyện nên nói chuyện với mày giết thời gian thôi . ai bỉu mày tưởng tượng chi,Disgust,3
sao nhiều thằng cưa bàn giống tao vậy ??,Surprise,0
ngày trước mình qua singapore cũng vậy . dư hành lý 2 chi em mă ̣ c 4 bộ lên người kkk,Enjoyment,0
tuổi lồn hù được bố m,Fear,1
per kìa 3 chị em vào mà hốt hàng về đi chứ hâha,Enjoyment,0
"ngày xưa có đĩa phim này . bố đi công tác về thấy cái đĩa tên là "" cô dâu 15 tuổi "" . má ăn chửi sấp mặt ...",Sadness,2
may mà còn gỡ lại được 1 miếng sắt lớn của tàu hỏa nó bung ra nên bán đi cũng đỡ được vài đồng . kaka,Enjoyment,0
cười lộn ruột,Enjoyment,0
chờ thằng kia lật mặt mãi không thấy,Other,0
thật ra đàn ông ghen nhiều hơn phụ nữ đấy chứ,Other,0
rất có tố chất . liên đoàn xe đạp việt nam có thể liên hệ để đào tạo được đấy,Enjoyment,0
nhắn với người yêu còn đéo nhẹ nhàng như vậy =)),Enjoyment,0
chơi khăm vãi thế ba,Disgust,3
tớ chỉ an ủi bạn í thôi mà :(,Sadness,2
cha mẹ cho ta cả cuộc đời rồi còn than gì nữa,Disgust,3
alo ở đây có thằng điên mày à . đến bắt nó hộ tao phát,Disgust,3
thích bài này lắm lun . thuộc lun,Enjoyment,0
nhìn mày thế kia đến tao còn thích ngủ cùng huống gì em mày,Enjoyment,0
"per hihi học ở đâu không quan trọng , quan trọng là bọn mình luôn có nhau hihi",Enjoyment,0
lúc đi họp lớp thì đếu thấy ai,Other,0
gặp em đúng lúc nhưng sao anh vẫn thấy mình cô đơn quá .,Sadness,2
mua được bộ đồ cho tết điệu đà tán gái mà như thế nào đây thì tán sao được,Other,0
chua cay bùi ngọt mặn cái chả có .,Other,0
nó lại dễ con ạ :v,Enjoyment,0
chi tiết đẹp đấy,Surprise,0
"đm đi học bị mấy con điên này đuổi cắn , dume vì nó mà tao sợ quá chạy té sấp mặt luôn trầy hết con mẹ nó tay chân . thứ dòng đỹ gì đâu á :))",Other,0
"bếp lò xô nấu bằng dầu hôi đây mà ,!",Other,0
per dume đái trong quần,Fear,1
"người ta dùng kiến lá , ông lại dùng kiến cứt thì thua ông rồi",Disgust,3
rớt giá kinh khủng khiếp huhu,Sadness,2
mai đến phòng đi tập luôn,Enjoyment,0
per bây giờ thì không nói nhưng mà cảm giác phủ nhận vai trò bà thảo ngày xưa . vl không chị đọc thấy viết khập khiễng quá :))),Disgust,3
aw giống tao vậy =))) mấy thứ linh tinh tao còn để nguyên vào 1 cái hộp bự cơ,Enjoyment,0
🤣🤣🤣🤣 bo tay chấm cơm . hahaha,Enjoyment,0
giờ mới biết,Other,0
cmt thế thôi chứ thật ra còn trả dám ấn vào video để xem . đời tao tởm nhất là lũ nhện mà hay gặp vãi :((((,Fear,1
cái loại ngu si này nên nhốt nó tù chung thân lao động công ích cho nhà tù để giúp ích lại những cái nó đã phá hoại,Anger,4
mẹ con điên,Anger,4
tuyệt vời . aeon mall có khác,Enjoyment,0
loạn luân cũng được . đcm ạ,Disgust,3
tội cả con quá 😭😭 một lũ vô nhân tính đã hủy hoại những mầm non tương lai .,Sadness,2
là con bé con điên khùng và phiền vãi nhưng bạn vẫn yêu nó vãi chưởng :)))))),Enjoyment,0
mịa thằng ghép nhạc :)))),Disgust,3
chợt nhớ câu hát ông bà anh yêu nhau thời chưa có xe hơi ...,Other,0
thôi ctay đi chứ yêu con người như này chả chết vì bệnh mà chết vì vô tâm mất,Disgust,3
per người đừng hành hạ tuôi như thế nào nữa,Sadness,2
lạc quan lên cưng ❤,Enjoyment,0
cách xử lý của cô chủ nhiệm quá tồi .,Disgust,3
bọn chủ tịch đến chưa chúng mày ?,Other,0
giống tao nhưng tay trái tao có thẹo do mẹ tao xưa cắt trúng nên nhìn thẹo để phân biệt thôi chứ kêu phải ứng liền là không được,Other,0
vào sg 50k / không cũng mua . 100k / không cũng mua ! ha ha,Enjoyment,0
nó lại hợp lí vãi,Enjoyment,0
"quỳ vậy thôi có gì mà phạt giáo viên nhỉ , riết phụ huynh giờ thấy làm quá đáng thiệt",Disgust,3
lớp tao tỉnh rụi . đi học chứ có phải đi chết đéo đâu mà khóc lóc :),Disgust,3
ngày xưa mỗi lần tao làm ồn là ngoại tao liền la hoặc lấy roi đánh 😅 nhưng lúc đó vui lắm 😊,Enjoyment,0
"em cũng đi lead này , nhưng đừng gọi em là ninja được không , xin luôn đấy",Sadness,2
tự nhiên nhớ cái cảnh 2 con bánh bèo bị ngỗng dí quá 😅😅 per,Enjoyment,0
thề nhìn họ hôn nhau thôi mà nổi hết gai ốc . chưa dám nghĩ tới xxx . chắc thốn lắm . lạnh sống lưng thật .,Fear,1
dù s đi nữa thì mày vẫn xinh . cố lên,Enjoyment,0
sài gòn vẫn có cách sống rất nhân văn .,Enjoyment,0
đi ngoài đường trái phải còn không biết mà vẫn sống thì giỏi đấy nhỉ,Disgust,3
thật vi diệu,Enjoyment,0
nuôi sao mà trông béo tốt thế kia :v chỉ bí quyết đi,Other,0
agribank thì bình quân bao nhiêu nhỉ . mấy cán bộ agri thấy hách lắm .,Disgust,3
ly hôn kiểu này thì không cần tới bước cuối cùng . chỉ cần tới bước tính xem trả lại tiền mừng là tao bỏ ngay ý định ly hôn luôn rồi ... kkkk,Enjoyment,0
"nhìn mặt đã thấy hãm , mọi người chửi bỏ mẹ con mẹ phụ huynh đi",Anger,4
mày không được ăn đồ chua nhưng phòng toàn xoài chua :(,Sadness,2
per bày đặt ngày hôm qua đã từng đồ,Disgust,3
sau khi bố xem video của con xong thì bố rút ra 1 điều . bố không chỉ chửi con lúc con cầm đũa mà bố sẽ chửi con cả ngày thân ái ... yêu con,Enjoyment,0
có đứa nào hồi bé không biết nấu còn tranh làm rồi quên không đổ nước như tao không :))),Sadness,2
đỉnh của đỉnh 🙂,Enjoyment,0
các bác cứ tích cực vào . em chả quan tâm,Other,0
ở việt nam mà vác dao rạch tại chỗ thể này người nhà nó chả đấm cho sưng mõm rồi 🌝,Disgust,3
"trung thu là ngày cho trẻ em chứ đéo phải ngày tạo ra trẻ em nhé . dume bọn có gấu tém tém lại , kiểm tra xem có thêm cái sừng nào không ?",Anger,4
per tao nghĩ nên triệt sản mày,Other,0
"rẻ nhỉ , sao có thể giảm tới mức đó vậy ta",Surprise,0
"có rồi mà , nghén rồi nè hihi",Enjoyment,0
qtrong là mày phải có tiền chứ nghèo xem,Other,0
anh đừng bỏ em đi mà 😢,Sadness,2
người ghép có tâm 😁😁,Enjoyment,0
per hôm nào chụp kiểu nhỉ .,Other,0
"per bất hạnh vãi , mà tao với mày đéo tạo được niềm vui :v",Sadness,2
gu âm nhạc óc chó mới nghr cái bài này . toàn đú theo mấy cái thể loại hãm,Disgust,3
mỗi năm cũng xem lại đôi lần,Other,0
per cảm ơn mọi người . do em thích mấy cái văn hoá tưng vùng để tìm hiểu,Enjoyment,0
hu hu đã bị chụp,Sadness,2
con này bán kem bôi não ... xóa bỏ nếp nhăn .. khiến não láng mịn 😌😌😌😌,Disgust,3
ngu không chịu được,Disgust,3
per hồi ở tam kì hay nghe ... giờ nghe lại buồn ds,Sadness,2
bạn gái nào xinh xinh mà bị lạc thì vào nhà mình cho ngủ nhờ này . ??,Enjoyment,0
huhu sợ vãi luôn á,Fear,1
hỏng rồi . dùng đồ như phá,Disgust,3
"chỉ có bạo lực mới giải quyết được bạo lực , tao mà làm luật tao sẽ hạ tuổi người lớn là 13 tuổi , đem nó lao động khổ sai 10 năn",Anger,4
tao nhiều tài lắm .. nhưng tài sản còn cái mạng què và đôi tay trắng 😭😭,Sadness,2
có ai bịt loa như tao không 😁,Other,0
"mấy thằng dẫn gấu đi thì tránh xa đám đông ra nhé , đừng chen đẩy kiểu bố láo , thằng đẩy tao đã bị xơi cùi trỏ rồi đấy ,",Other,0
nhìn là thấy nóng rồi,Other,0
"làm con người còn sức khoẻ , còn lành lặn mà vác mặt vào ăn cơm từ thiện thì chết con mẹ nó đi cho đỡ chật đất , cơm này dành cho những người không còn khả năng lao động , hoặc vô gia cư và hoàn cảnh quá khó khăn thôi",Anger,4
tự hỏi rằng những bạn nữ như thế nào thì họ có còn thích con trai không nhỉ 🤔,Other,0
cặp phụ lúc nào cũng đáng yêu .,Enjoyment,0
pháp không còn khoảng thời gian bình yên nữa rồi,Sadness,2
con ước mình cũng có 1 tình yêu đẹp như ông bà vậy < 3,Enjoyment,0
cô giáo là người nhà của mấy đứa đầu gấu à =))))),Surprise,0
"tôi cũng thấy điêu điêu , nét chữ này của người lớn mà . chí ít cũng phải cấp 3 rồi .",Disgust,3
phải con tao tao cho cả lũ chó cụt tay hết !,Anger,4
cưng chết,Enjoyment,0
con gái hiện giờ .. nấu kiểu này thì thôi xong ... cháy luôn cả nhà 😂,Other,0
"per đường đi về anh ợ , ô tô chắn hết đg chả đi được ??",Other,0
ghê vậy,Disgust,3
nếu không có khúc cua cuối thì video này ý nghĩa đó chớ 🤣🤣,Enjoyment,0
dễ thương . cứ yêu đi ngại gì .,Enjoyment,0
hay lắm :))),Enjoyment,0
dume con ế đọc tổn thương sâu con mẹ nó sắc :((,Sadness,2
chắc ông này không có vợ :)),Disgust,3
coi phim này không .. dễ thương lắm ..,Enjoyment,0
đúng vậy . haha,Enjoyment,0
tại sao cứ đa số là trèo cột điện với mái nhà nhỉ . ai giải thích mình với ??,Other,0
lâu lắm rồi mà gio mới xử phạt,Anger,4
đáng yêu quá,Enjoyment,0
tuần sau nữa mới học =))),Enjoyment,0
"per sợ chưa , ông bác hơi bị cứng nhé :))))",Enjoyment,0
"phàm là việc đại sự trong thiên hạ , cứ về hỏi vợ . vợ bảo sao thì làm ngược lại . ắt thành công !!!",Other,0
bọn hại người không gươm không dao . bọn tiêu diệt nguồn lực tương lai của dân tộc . nên đưa tội thực phẩm bẩn vào khung tử hình đi . mong nhà nước thay đổi một số luật định đi .,Anger,4
per bữa nào làm thử mày,Other,0
cần 1 thời gian dài thật dài nữa thì ý thức mới đi lên được,Other,0
"trên đường tao đi làm cũng có 2 con , mỗi lần chay tới là nó vương cổ ra như kiểu muốn hút tao trong khi tao không làm gì nó , cứ mỗi lần chạy tới là tao cách ly cả "" nghìn mét "" với nó , thấy nó sợ bỏ mẹ . đúng chất con ngang",Fear,1
đội nào cũng xứng đáng hơi tiếc cho per,Other,0
:))) có thật nhiều tiền là vui,Enjoyment,0
"anw , vote cho anh vũ",Enjoyment,0
ý là giọng quê tao đó hã,Enjoyment,0
tao thì ngược lại .. cắt xong nhìn như thằng trốn trại vậy,Sadness,2
chúc mừng cp . cố lên cp .,Enjoyment,0
đáng tiếc đời không như là mơ . thực tế sẽ vả vào mặt cho mày tỉnh ra :(,Sadness,2
con cháu việt nam nhục nhã vãi,Disgust,3
những người thả phẫn nộ xứng đáng là thiên thần . dăm ba cái yêu đương vớ vẩn . ahuhuhu,Sadness,2
cíu tao khỏi hai tên đồng nghiệp bị crazy huhu,Fear,1
"thứ kém sang ngồi ăn ngay cạnh tao , có biết tao đang giảm cân không",Disgust,3
"điều đó không quan trọng , quan trọng là đéo xác nhận lời mời kết bạn",Sadness,2
rớt vô đây chắc chắc khóc tiếng thái lan,Fear,1
vì có mối ngon hơn chứ saoooo :(,Disgust,3
per đó đi chơi nhiều dô hỏi sao da đen -.-,Other,0
t quá mệt mỏi với cuộc sống này rồi 😓,Sadness,2
"anh luôn nghĩ thế giới này không có gì đáng sợ , cho đến khi anh không còn thấy em nữa",Sadness,2
thế theo mấy bác lớp 5 thì viết chữ như thế nào ạ,Other,0
rồi mấy đứa chân ngắn đi chắc dập người hết . bay qua sao nổi =)))),Fear,1
"đi viện mà tưng tưng ăn uống được là tốt rồi , mừng mày sớm ra viện nhé cô",Enjoyment,0
mấy chị làm chung rất ư là dễ thương luôn,Enjoyment,0
em nó đây nha các bác . kkkkk :))))),Enjoyment,0
gớm . vi khuẩn vi rút vi trùng vi lung tung beng nấp hết trong đó nhìn nổi da gà .,Disgust,3
